Seq_number	Barcode	New_name	Location	Year	ext_rep	tech_rep	Sample_Control	Control_Type	ST_ID	Date_extracted	Batch	Volume_mL	Notes	Cst_Cnt	Cruise_ID	Cruise	Cruz_Sta	DbSta_ID	Cast_ID	Sta_ID	Quarter	Sta_Code	Distance	Date	Julian_Date	Julian_Day	Time	Lat_Dec	Lat_Deg	Lat_Min	Lat_Hem	Lon_Dec	Lon_Deg	Lon_Min	Lon_Hem	Rpt_Line	Ac_Line	Rpt_Sta	Ac_Sta	Bottom_D	Secchi	ForelU	Ship_Name	Ship_Code	Data_Type	Order_Occ	Event_Num	Cruz_Leg	Orig_Sta_ID	Data_Or	Cruz_Num	IntChl	IntC14	Inc_Str	Inc_End	PST_LAN	Civil_T	TimeZone	Wave_Dir	Wave_Ht	Wave_Prd	Wind_Dir	Wind_Spd	Barometer	Dry_T	Wet_T	Wea	Cloud_Typ	Cloud_Amt	Visibility	SS_T	SS_Salinity	SS_O2	SS_O2_sat	SS_silicate	SS_PO4	SS_NO3	SS_NO2	SS_NH4	SS_CHLa	SS_Phaeo	SS_DIC1	SS_TA1	SS_LightP	SS_pH1	max_100_T	max_100_Salinity	max_100_O2	max_100_O2_sat	max_100_silicate	max_100_PO4	max_100_NO3	max_100_NO2	max_100_NH4	max_100_CHLa	max_100_Phaeo	max_100_DIC1	max_100_TA1	max_100_LightP	max_100_pH1	min_100_T	min_100_Salinity	min_100_O2	min_100_O2_sat	min_100_silicate	min_100_PO4	min_100_NO3	min_100_NO2	min_100_NH4	min_100_CHLa	min_100_Phaeo	min_100_DIC1	min_100_TA1	min_100_LightP	min_100_pH1	mean_100_T	mean_100_Salinity	mean_100_O2	mean_100_O2_sat	mean_100_silicate	mean_100_PO4	mean_100_NO3	mean_100_NO2	mean_100_NH4	mean_100_CHLa	mean_100_Phaeo	mean_100_DIC1	mean_100_TA1	mean_100_LightP	mean_100_pH1	D100_T	D100_Salinity	D100_O2	D100_O2_sat	D100_silicate	D100_PO4	D100_NO3	D100_NO2	D100_NH4	D100_CHLa	D100_Phaeo	D100_DIC1	D100_TA1	D100_LightP	D100_pH1
Seb.Rep.1.long.18.S16	Sebastes	Sebastes_2001_4_86.7_50_1_1	2001_4_86.7_50	2001	1	1	Sample	NA	0104_86.7_50	6/26/19	5	125	normal	29701	2001-04-05-C-31JD	200104	2.00E+13	8670500	20-0104JD-MX-104-1240-08670500	086.7 050.0	2	ST	-70.98	4/14/01	36994	104	12/30/1899 12:40:00	33.32	33	19.2	N	-119.66	-119	39.6	W	86.7	86.7	50	50	79	NA	NA	RV DAVID STARR JORDAN	31JD	MX	33	322	NA	87   50	3101	104	204.2	NA					NA	NA	NA	NA	31	25	1016.3	12.1	10.4	NA	NA	NA	NA	12.07	33.644	5.92	97.1	7	0.78	6.6	0.15	NA	4.96	1.19	NA	NA	NA	NA	12.07	33.846	5.92	97.1	26.8	1.8	22.6	0.15	NA	5.12	1.36	NA	NA	NA	NA	9.7	33.616	3.14	49	6.9	0.78	6.6	0.09	NA	0.27	0.62	NA	NA	NA	NA	11.27333333	33.67533333	5.032222222	81.48888889	12.9	1.098888889	11.52222222	0.133333333	NA	3.086666667	0.973333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Seb.Rep.2.a.18.S110	Sebastes	Sebastes_2001_4_86.7_50_1_2	2001_4_86.7_50	2001	1	2	Sample	NA	0104_86.7_50	6/26/19	5	125	normal	29701	2001-04-05-C-31JD	200104	2.00E+13	8670500	20-0104JD-MX-104-1240-08670500	086.7 050.0	2	ST	-70.98	4/14/01	36994	104	12/30/1899 12:40:00	33.32	33	19.2	N	-119.66	-119	39.6	W	86.7	86.7	50	50	79	NA	NA	RV DAVID STARR JORDAN	31JD	MX	33	322	NA	87   50	3101	104	204.2	NA					NA	NA	NA	NA	31	25	1016.3	12.1	10.4	NA	NA	NA	NA	12.07	33.644	5.92	97.1	7	0.78	6.6	0.15	NA	4.96	1.19	NA	NA	NA	NA	12.07	33.846	5.92	97.1	26.8	1.8	22.6	0.15	NA	5.12	1.36	NA	NA	NA	NA	9.7	33.616	3.14	49	6.9	0.78	6.6	0.09	NA	0.27	0.62	NA	NA	NA	NA	11.27333333	33.67533333	5.032222222	81.48888889	12.9	1.098888889	11.52222222	0.133333333	NA	3.086666667	0.973333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Seb.Rep.3.a.18.S204	Sebastes	Sebastes_2001_4_86.7_50_1_3	2001_4_86.7_50	2001	1	3	Sample	NA	0104_86.7_50	6/26/19	5	125	normal	29701	2001-04-05-C-31JD	200104	2.00E+13	8670500	20-0104JD-MX-104-1240-08670500	086.7 050.0	2	ST	-70.98	4/14/01	36994	104	12/30/1899 12:40:00	33.32	33	19.2	N	-119.66	-119	39.6	W	86.7	86.7	50	50	79	NA	NA	RV DAVID STARR JORDAN	31JD	MX	33	322	NA	87   50	3101	104	204.2	NA					NA	NA	NA	NA	31	25	1016.3	12.1	10.4	NA	NA	NA	NA	12.07	33.644	5.92	97.1	7	0.78	6.6	0.15	NA	4.96	1.19	NA	NA	NA	NA	12.07	33.846	5.92	97.1	26.8	1.8	22.6	0.15	NA	5.12	1.36	NA	NA	NA	NA	9.7	33.616	3.14	49	6.9	0.78	6.6	0.09	NA	0.27	0.62	NA	NA	NA	NA	11.27333333	33.67533333	5.032222222	81.48888889	12.9	1.098888889	11.52222222	0.133333333	NA	3.086666667	0.973333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Seb.Rep.1.long.19.S17	Sebastes	Sebastes_2001_4_93.3_30_1_1	2001_4_93.3_30	2001	1	1	Sample	NA	0104_93.3_30	6/26/19	4	125	low_normal	29671	2001-04-05-C-31JD	200104	2.00E+13	9330300	20-0104JD-MX-097-0136-09330300	093.3 030.0	2	ST	-14.85	4/7/01	36987	97	12/30/1899 01:36:00	32.845	32	50.7	N	-117.531666	-117	31.9	W	93.3	93.3	30	30	859	NA	NA	RV DAVID STARR JORDAN	31JD	MX	3	22	NA	93   30	3101	104	29.1	NA					NA	25	3	7	25	7	1017.8	13.9	10.8	1	6	6	7	15.53	33.517	5.92	104.2	2.5	0.28	0.2	0	NA	0.18	0.05	NA	NA	NA	NA	15.53	33.993	6.17	106.7	28.1	2	24.6	0.24	NA	0.92	0.41	NA	NA	NA	NA	10.06	33.481	2.35	37.1	2.5	0.28	0.2	0	NA	0.01	0.05	NA	NA	NA	NA	12.23307692	33.60707692	4.686923077	77.83846154	11.82307692	0.989230769	10.48461538	0.051538462	NA	0.318461538	0.177692308	NA	NA	NA	NA	10.22	34.009	2.28	36	28.6	2.03	24.9	0.01	NA	0.01	0.06	NA	NA	NA	NA
Seb.Rep.2.a.19.S111	Sebastes	Sebastes_2001_4_93.3_30_1_2	2001_4_93.3_30	2001	1	2	Sample	NA	0104_93.3_30	6/26/19	4	125	low_normal	29671	2001-04-05-C-31JD	200104	2.00E+13	9330300	20-0104JD-MX-097-0136-09330300	093.3 030.0	2	ST	-14.85	4/7/01	36987	97	12/30/1899 01:36:00	32.845	32	50.7	N	-117.531666	-117	31.9	W	93.3	93.3	30	30	859	NA	NA	RV DAVID STARR JORDAN	31JD	MX	3	22	NA	93   30	3101	104	29.1	NA					NA	25	3	7	25	7	1017.8	13.9	10.8	1	6	6	7	15.53	33.517	5.92	104.2	2.5	0.28	0.2	0	NA	0.18	0.05	NA	NA	NA	NA	15.53	33.993	6.17	106.7	28.1	2	24.6	0.24	NA	0.92	0.41	NA	NA	NA	NA	10.06	33.481	2.35	37.1	2.5	0.28	0.2	0	NA	0.01	0.05	NA	NA	NA	NA	12.23307692	33.60707692	4.686923077	77.83846154	11.82307692	0.989230769	10.48461538	0.051538462	NA	0.318461538	0.177692308	NA	NA	NA	NA	10.22	34.009	2.28	36	28.6	2.03	24.9	0.01	NA	0.01	0.06	NA	NA	NA	NA
Seb.Rep.3.a.19.S205	Sebastes	Sebastes_2001_4_93.3_30_1_3	2001_4_93.3_30	2001	1	3	Sample	NA	0104_93.3_30	6/26/19	4	125	low_normal	29671	2001-04-05-C-31JD	200104	2.00E+13	9330300	20-0104JD-MX-097-0136-09330300	093.3 030.0	2	ST	-14.85	4/7/01	36987	97	12/30/1899 01:36:00	32.845	32	50.7	N	-117.531666	-117	31.9	W	93.3	93.3	30	30	859	NA	NA	RV DAVID STARR JORDAN	31JD	MX	3	22	NA	93   30	3101	104	29.1	NA					NA	25	3	7	25	7	1017.8	13.9	10.8	1	6	6	7	15.53	33.517	5.92	104.2	2.5	0.28	0.2	0	NA	0.18	0.05	NA	NA	NA	NA	15.53	33.993	6.17	106.7	28.1	2	24.6	0.24	NA	0.92	0.41	NA	NA	NA	NA	10.06	33.481	2.35	37.1	2.5	0.28	0.2	0	NA	0.01	0.05	NA	NA	NA	NA	12.23307692	33.60707692	4.686923077	77.83846154	11.82307692	0.989230769	10.48461538	0.051538462	NA	0.318461538	0.177692308	NA	NA	NA	NA	10.22	34.009	2.28	36	28.6	2.03	24.9	0.01	NA	0.01	0.06	NA	NA	NA	NA
Seb.Rep.1.long.20.S18	Sebastes	Sebastes_2001_4_93.3_60_1_1	2001_4_93.3_60	2001	1	1	Sample	NA	0104_93.3_60	6/26/19	4	125	low_normal	29677	2001-04-05-C-31JD	200104	2.00E+13	9330600	20-0104JD-MX-098-0345-09330600	093.3 060.0	2	ST	-133.93	4/8/01	36988	98	12/30/1899 03:45:00	31.855	31	51.3	N	-119.568333	-119	34.1	W	93.3	93.3	60	59.9	2011	NA	NA	RV DAVID STARR JORDAN	31JD	MX	9	82	NA	93   60	3101	104	26.1	NA					NA	NA	NA	NA	32	15	1018.8	12	9.5	NA	NA	NA	NA	14.26	33.352	5.97	102.3	3.6	0.33	0.2	0	NA	0.17	0.04	NA	NA	NA	NA	14.26	33.415	6.01	102.4	8.7	0.87	8.9	0.26	NA	0.46	0.16	NA	NA	NA	NA	10.84	33.229	5.22	83.3	3.6	0.33	0.2	0	NA	0.11	0.04	NA	NA	NA	NA	13.1575	33.34133333	5.813333333	97.5	4.775	0.474166667	2.216666667	0.073333333	NA	0.240833333	0.088333333	NA	NA	NA	NA	10.68	33.443	5.14	81.7	9.5	0.92	9.8	0.03	NA	0.1	0.08	NA	NA	NA	NA
Seb.Rep.2.a.20.S112	Sebastes	Sebastes_2001_4_93.3_60_1_2	2001_4_93.3_60	2001	1	2	Sample	NA	0104_93.3_60	6/26/19	4	125	low_normal	29677	2001-04-05-C-31JD	200104	2.00E+13	9330600	20-0104JD-MX-098-0345-09330600	093.3 060.0	2	ST	-133.93	4/8/01	36988	98	12/30/1899 03:45:00	31.855	31	51.3	N	-119.568333	-119	34.1	W	93.3	93.3	60	59.9	2011	NA	NA	RV DAVID STARR JORDAN	31JD	MX	9	82	NA	93   60	3101	104	26.1	NA					NA	NA	NA	NA	32	15	1018.8	12	9.5	NA	NA	NA	NA	14.26	33.352	5.97	102.3	3.6	0.33	0.2	0	NA	0.17	0.04	NA	NA	NA	NA	14.26	33.415	6.01	102.4	8.7	0.87	8.9	0.26	NA	0.46	0.16	NA	NA	NA	NA	10.84	33.229	5.22	83.3	3.6	0.33	0.2	0	NA	0.11	0.04	NA	NA	NA	NA	13.1575	33.34133333	5.813333333	97.5	4.775	0.474166667	2.216666667	0.073333333	NA	0.240833333	0.088333333	NA	NA	NA	NA	10.68	33.443	5.14	81.7	9.5	0.92	9.8	0.03	NA	0.1	0.08	NA	NA	NA	NA
Seb.Rep.3.a.20.S206	Sebastes	Sebastes_2001_4_93.3_60_1_3	2001_4_93.3_60	2001	1	3	Sample	NA	0104_93.3_60	6/26/19	4	125	low_normal	29677	2001-04-05-C-31JD	200104	2.00E+13	9330600	20-0104JD-MX-098-0345-09330600	093.3 060.0	2	ST	-133.93	4/8/01	36988	98	12/30/1899 03:45:00	31.855	31	51.3	N	-119.568333	-119	34.1	W	93.3	93.3	60	59.9	2011	NA	NA	RV DAVID STARR JORDAN	31JD	MX	9	82	NA	93   60	3101	104	26.1	NA					NA	NA	NA	NA	32	15	1018.8	12	9.5	NA	NA	NA	NA	14.26	33.352	5.97	102.3	3.6	0.33	0.2	0	NA	0.17	0.04	NA	NA	NA	NA	14.26	33.415	6.01	102.4	8.7	0.87	8.9	0.26	NA	0.46	0.16	NA	NA	NA	NA	10.84	33.229	5.22	83.3	3.6	0.33	0.2	0	NA	0.11	0.04	NA	NA	NA	NA	13.1575	33.34133333	5.813333333	97.5	4.775	0.474166667	2.216666667	0.073333333	NA	0.240833333	0.088333333	NA	NA	NA	NA	10.68	33.443	5.14	81.7	9.5	0.92	9.8	0.03	NA	0.1	0.08	NA	NA	NA	NA
Miu.1.a.13.S13	MiFish	MiFish_2000_4_80_60_1_1	2000_4_80_60	2000	1	1	Sample	NA	0004_80_60	6/26/19	4	125	low_normal	29458	2000-04-07-C-31JD	200004	2.00E+13	8000600	20-0004JD-MX-110-2121-08000600	080.0 060.0	2	ST	-38.75	4/19/00	36635	110	12/30/1899 21:21:00	34.148333	34	8.9	N	-121.156666	-121	9.4	W	80	80	60	60.1	2220	14	NA	RV DAVID STARR JORDAN	31JD	MX	54	532	NA	80   60	3101	4	92.3	NA					NA	32	3	8	32	12	1022.1	15.8	13.8	1	0	1	8	14.24	33.369	6.09	104.4	2.9	0.4	1.1	0.04	NA	0.56	0.12	NA	NA	NA	NA	14.24	33.945	6.12	104.4	30.9	2.04	25.6	0.28	NA	2.66	1.02	NA	NA	NA	NA	9.53	33.369	2.59	40.3	2.9	0.4	1.1	0.04	NA	0.21	0.12	NA	NA	NA	NA	11.76090909	33.63618182	4.620909091	76.18181818	14.62727273	1.177272727	12.72727273	0.161818182	NA	0.898181818	0.576363636	NA	NA	NA	NA	9.33	33.952	2.52	39	31.6	2.07	26.4	0.2	NA	0.17	0.6	NA	NA	NA	NA
Miu.1.a.14.S14	MiFish	MiFish_2000_4_86.7_50_1_1	2000_4_86.7_50	2000	1	1	Sample	NA	0004_86.7_50	6/26/19	4	125	low_normal	29437	2000-04-07-C-31JD	200004	2.00E+13	8670500	20-0004JD-MX-106-0223-08670500	086.7 050.0	2	ST	-71.17	4/15/00	36631	106	12/30/1899 02:23:00	33.323333	33	19.4	N	-119.666666	-119	40	W	86.7	86.7	50	50	84	NA	NA	RV DAVID STARR JORDAN	31JD	MX	33	322	NA	87   50	3101	4	67.8	NA					NA	29	2	9	28	14	1014.9	14.5	12.3	1	6	3	7	12.8	33.696	5.97	99.5	8.2	0.81	7.9	0.13	NA	2.71	1.09	NA	NA	NA	NA	12.8	33.884	5.97	99.5	28	1.92	24.4	0.22	NA	2.71	1.09	NA	NA	NA	NA	9.65	33.696	2.86	44.6	8.2	0.81	7.9	0.13	NA	0.09	0.32	NA	NA	NA	NA	10.72571429	33.77085714	3.941428571	64.9	19.51428571	1.531428571	18.18571429	0.19	NA	0.854285714	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Miu.1.a.15.S15	MiFish	MiFish_2000_4_93.3_30_1_1	2000_4_93.3_30	2000	1	1	Sample	NA	0004_93.3_30	6/26/19	4	125	low_normal	29407	2000-04-07-C-31JD	200004	2.00E+13	9330300	20-0004JD-MX-099-0341-09330300	093.3 030.0	2	ST	-15.11	4/8/00	36624	99	12/30/1899 03:41:00	32.846666	32	50.8	N	-117.538333	-117	32.3	W	93.3	93.3	30	30.1	859	NA	NA	RV DAVID STARR JORDAN	31JD	MX	3	22	NA	93   30	3101	4	29.8	NA					NA	NA	NA	NA	30	9	1018.7	15.4	13.5	NA	NA	NA	NA	15.71	33.555	6.09	107.6	2.4	0.28	0	0	NA	0.23	0.06	NA	NA	NA	NA	15.71	33.825	6.3	109.5	23.1	1.75	22.1	0.42	NA	0.85	0.34	NA	NA	NA	NA	10.08	33.548	3.15	49.6	2.4	0.28	0	0	NA	0.04	0.06	NA	NA	NA	NA	12.54	33.6359	4.71	78.82	11.64	1.008	10.71	0.154	NA	0.313	0.165	NA	NA	NA	NA	9.71	33.911	2.91	45.4	26.2	1.87	24	0.02	NA	0.01	0.06	NA	NA	NA	NA
Miu.1.a.16.S16	MiFish	MiFish_2000_4_93.3_60_1_1	2000_4_93.3_60	2000	1	1	Sample	NA	0004_93.3_60	6/26/19	4	125	low_normal	29413	2000-04-07-C-31JD	200004	2.00E+13	9330600	20-0004JD-MX-100-0612-09330600	093.3 060.0	2	ST	-134.08	4/9/00	36625	100	12/30/1899 06:12:00	31.85	31	51	N	-119.568333	-119	34.1	W	93.3	93.3	60	59.9	1870	NA	NA	RV DAVID STARR JORDAN	31JD	MX	9	82	NA	93   60	3101	4	39.2	NA					NA	NA	NA	NA	32	16	1019	14.1	12.4	NA	NA	NA	NA	14.95	33.405	5.91	102.8	2.3	0.32	0	0	NA	0.18	0.03	NA	NA	NA	NA	14.95	33.431	6.08	104	8.1	0.92	9.2	0.16	NA	0.56	0.4	NA	NA	NA	NA	11.7	33.374	5.12	83.2	1.7	0.32	0	0	NA	0.18	0.03	NA	NA	NA	NA	14.13727273	33.40309091	5.88	100.6636364	2.872727273	0.409090909	1.236363636	0.027272727	NA	0.340909091	0.146363636	NA	NA	NA	NA	11.37	33.452	4.93	79.6	9.7	1.03	11	0.1	NA	0.2	0.24	NA	NA	NA	NA
Miu.2.a.13.S113	MiFish	MiFish_2000_4_80_60_1_2	2000_4_80_60	2000	1	2	Sample	NA	0004_80_60	6/26/19	4	125	low_normal	29458	2000-04-07-C-31JD	200004	2.00E+13	8000600	20-0004JD-MX-110-2121-08000600	080.0 060.0	2	ST	-38.75	4/19/00	36635	110	12/30/1899 21:21:00	34.148333	34	8.9	N	-121.156666	-121	9.4	W	80	80	60	60.1	2220	14	NA	RV DAVID STARR JORDAN	31JD	MX	54	532	NA	80   60	3101	4	92.3	NA					NA	32	3	8	32	12	1022.1	15.8	13.8	1	0	1	8	14.24	33.369	6.09	104.4	2.9	0.4	1.1	0.04	NA	0.56	0.12	NA	NA	NA	NA	14.24	33.945	6.12	104.4	30.9	2.04	25.6	0.28	NA	2.66	1.02	NA	NA	NA	NA	9.53	33.369	2.59	40.3	2.9	0.4	1.1	0.04	NA	0.21	0.12	NA	NA	NA	NA	11.76090909	33.63618182	4.620909091	76.18181818	14.62727273	1.177272727	12.72727273	0.161818182	NA	0.898181818	0.576363636	NA	NA	NA	NA	9.33	33.952	2.52	39	31.6	2.07	26.4	0.2	NA	0.17	0.6	NA	NA	NA	NA
Miu.2.a.14.S114	MiFish	MiFish_2000_4_86.7_50_1_2	2000_4_86.7_50	2000	1	2	Sample	NA	0004_86.7_50	6/26/19	4	125	low_normal	29437	2000-04-07-C-31JD	200004	2.00E+13	8670500	20-0004JD-MX-106-0223-08670500	086.7 050.0	2	ST	-71.17	4/15/00	36631	106	12/30/1899 02:23:00	33.323333	33	19.4	N	-119.666666	-119	40	W	86.7	86.7	50	50	84	NA	NA	RV DAVID STARR JORDAN	31JD	MX	33	322	NA	87   50	3101	4	67.8	NA					NA	29	2	9	28	14	1014.9	14.5	12.3	1	6	3	7	12.8	33.696	5.97	99.5	8.2	0.81	7.9	0.13	NA	2.71	1.09	NA	NA	NA	NA	12.8	33.884	5.97	99.5	28	1.92	24.4	0.22	NA	2.71	1.09	NA	NA	NA	NA	9.65	33.696	2.86	44.6	8.2	0.81	7.9	0.13	NA	0.09	0.32	NA	NA	NA	NA	10.72571429	33.77085714	3.941428571	64.9	19.51428571	1.531428571	18.18571429	0.19	NA	0.854285714	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Miu.2.a.15.S115	MiFish	MiFish_2000_4_93.3_30_1_2	2000_4_93.3_30	2000	1	2	Sample	NA	0004_93.3_30	6/26/19	4	125	low_normal	29407	2000-04-07-C-31JD	200004	2.00E+13	9330300	20-0004JD-MX-099-0341-09330300	093.3 030.0	2	ST	-15.11	4/8/00	36624	99	12/30/1899 03:41:00	32.846666	32	50.8	N	-117.538333	-117	32.3	W	93.3	93.3	30	30.1	859	NA	NA	RV DAVID STARR JORDAN	31JD	MX	3	22	NA	93   30	3101	4	29.8	NA					NA	NA	NA	NA	30	9	1018.7	15.4	13.5	NA	NA	NA	NA	15.71	33.555	6.09	107.6	2.4	0.28	0	0	NA	0.23	0.06	NA	NA	NA	NA	15.71	33.825	6.3	109.5	23.1	1.75	22.1	0.42	NA	0.85	0.34	NA	NA	NA	NA	10.08	33.548	3.15	49.6	2.4	0.28	0	0	NA	0.04	0.06	NA	NA	NA	NA	12.54	33.6359	4.71	78.82	11.64	1.008	10.71	0.154	NA	0.313	0.165	NA	NA	NA	NA	9.71	33.911	2.91	45.4	26.2	1.87	24	0.02	NA	0.01	0.06	NA	NA	NA	NA
Miu.2.a.16.S116	MiFish	MiFish_2000_4_93.3_60_1_2	2000_4_93.3_60	2000	1	2	Sample	NA	0004_93.3_60	6/26/19	4	125	low_normal	29413	2000-04-07-C-31JD	200004	2.00E+13	9330600	20-0004JD-MX-100-0612-09330600	093.3 060.0	2	ST	-134.08	4/9/00	36625	100	12/30/1899 06:12:00	31.85	31	51	N	-119.568333	-119	34.1	W	93.3	93.3	60	59.9	1870	NA	NA	RV DAVID STARR JORDAN	31JD	MX	9	82	NA	93   60	3101	4	39.2	NA					NA	NA	NA	NA	32	16	1019	14.1	12.4	NA	NA	NA	NA	14.95	33.405	5.91	102.8	2.3	0.32	0	0	NA	0.18	0.03	NA	NA	NA	NA	14.95	33.431	6.08	104	8.1	0.92	9.2	0.16	NA	0.56	0.4	NA	NA	NA	NA	11.7	33.374	5.12	83.2	1.7	0.32	0	0	NA	0.18	0.03	NA	NA	NA	NA	14.13727273	33.40309091	5.88	100.6636364	2.872727273	0.409090909	1.236363636	0.027272727	NA	0.340909091	0.146363636	NA	NA	NA	NA	11.37	33.452	4.93	79.6	9.7	1.03	11	0.1	NA	0.2	0.24	NA	NA	NA	NA
Miu.3.a.13.S213	MiFish	MiFish_2000_4_80_60_1_3	2000_4_80_60	2000	1	3	Sample	NA	0004_80_60	6/26/19	4	125	low_normal	29458	2000-04-07-C-31JD	200004	2.00E+13	8000600	20-0004JD-MX-110-2121-08000600	080.0 060.0	2	ST	-38.75	4/19/00	36635	110	12/30/1899 21:21:00	34.148333	34	8.9	N	-121.156666	-121	9.4	W	80	80	60	60.1	2220	14	NA	RV DAVID STARR JORDAN	31JD	MX	54	532	NA	80   60	3101	4	92.3	NA					NA	32	3	8	32	12	1022.1	15.8	13.8	1	0	1	8	14.24	33.369	6.09	104.4	2.9	0.4	1.1	0.04	NA	0.56	0.12	NA	NA	NA	NA	14.24	33.945	6.12	104.4	30.9	2.04	25.6	0.28	NA	2.66	1.02	NA	NA	NA	NA	9.53	33.369	2.59	40.3	2.9	0.4	1.1	0.04	NA	0.21	0.12	NA	NA	NA	NA	11.76090909	33.63618182	4.620909091	76.18181818	14.62727273	1.177272727	12.72727273	0.161818182	NA	0.898181818	0.576363636	NA	NA	NA	NA	9.33	33.952	2.52	39	31.6	2.07	26.4	0.2	NA	0.17	0.6	NA	NA	NA	NA
Miu.3.a.14.S214	MiFish	MiFish_2000_4_86.7_50_1_3	2000_4_86.7_50	2000	1	3	Sample	NA	0004_86.7_50	6/26/19	4	125	low_normal	29437	2000-04-07-C-31JD	200004	2.00E+13	8670500	20-0004JD-MX-106-0223-08670500	086.7 050.0	2	ST	-71.17	4/15/00	36631	106	12/30/1899 02:23:00	33.323333	33	19.4	N	-119.666666	-119	40	W	86.7	86.7	50	50	84	NA	NA	RV DAVID STARR JORDAN	31JD	MX	33	322	NA	87   50	3101	4	67.8	NA					NA	29	2	9	28	14	1014.9	14.5	12.3	1	6	3	7	12.8	33.696	5.97	99.5	8.2	0.81	7.9	0.13	NA	2.71	1.09	NA	NA	NA	NA	12.8	33.884	5.97	99.5	28	1.92	24.4	0.22	NA	2.71	1.09	NA	NA	NA	NA	9.65	33.696	2.86	44.6	8.2	0.81	7.9	0.13	NA	0.09	0.32	NA	NA	NA	NA	10.72571429	33.77085714	3.941428571	64.9	19.51428571	1.531428571	18.18571429	0.19	NA	0.854285714	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Miu.3.a.15.S215	MiFish	MiFish_2000_4_93.3_30_1_3	2000_4_93.3_30	2000	1	3	Sample	NA	0004_93.3_30	6/26/19	4	125	low_normal	29407	2000-04-07-C-31JD	200004	2.00E+13	9330300	20-0004JD-MX-099-0341-09330300	093.3 030.0	2	ST	-15.11	4/8/00	36624	99	12/30/1899 03:41:00	32.846666	32	50.8	N	-117.538333	-117	32.3	W	93.3	93.3	30	30.1	859	NA	NA	RV DAVID STARR JORDAN	31JD	MX	3	22	NA	93   30	3101	4	29.8	NA					NA	NA	NA	NA	30	9	1018.7	15.4	13.5	NA	NA	NA	NA	15.71	33.555	6.09	107.6	2.4	0.28	0	0	NA	0.23	0.06	NA	NA	NA	NA	15.71	33.825	6.3	109.5	23.1	1.75	22.1	0.42	NA	0.85	0.34	NA	NA	NA	NA	10.08	33.548	3.15	49.6	2.4	0.28	0	0	NA	0.04	0.06	NA	NA	NA	NA	12.54	33.6359	4.71	78.82	11.64	1.008	10.71	0.154	NA	0.313	0.165	NA	NA	NA	NA	9.71	33.911	2.91	45.4	26.2	1.87	24	0.02	NA	0.01	0.06	NA	NA	NA	NA
Miu.3.a.16.S216	MiFish	MiFish_2000_4_93.3_60_1_3	2000_4_93.3_60	2000	1	3	Sample	NA	0004_93.3_60	6/26/19	4	125	low_normal	29413	2000-04-07-C-31JD	200004	2.00E+13	9330600	20-0004JD-MX-100-0612-09330600	093.3 060.0	2	ST	-134.08	4/9/00	36625	100	12/30/1899 06:12:00	31.85	31	51	N	-119.568333	-119	34.1	W	93.3	93.3	60	59.9	1870	NA	NA	RV DAVID STARR JORDAN	31JD	MX	9	82	NA	93   60	3101	4	39.2	NA					NA	NA	NA	NA	32	16	1019	14.1	12.4	NA	NA	NA	NA	14.95	33.405	5.91	102.8	2.3	0.32	0	0	NA	0.18	0.03	NA	NA	NA	NA	14.95	33.431	6.08	104	8.1	0.92	9.2	0.16	NA	0.56	0.4	NA	NA	NA	NA	11.7	33.374	5.12	83.2	1.7	0.32	0	0	NA	0.18	0.03	NA	NA	NA	NA	14.13727273	33.40309091	5.88	100.6636364	2.872727273	0.409090909	1.236363636	0.027272727	NA	0.340909091	0.146363636	NA	NA	NA	NA	11.37	33.452	4.93	79.6	9.7	1.03	11	0.1	NA	0.2	0.24	NA	NA	NA	NA
